At sight 03 2025 04 2025 05 2025 06 2025 07 2025 08 2025 09 2025 10 2025 11 2025 12 2025 01 2026 02 2026
USD 47'850 9'846 92'801 31'960 145'005 100'579 37'950 2'500 5'311 12'306
