Assets Countervalue USD Weight in %
"Liquidity 47'850 0.25%
Bonds 11'558'957 59.24%
Equities 27'406 0.14%
Mixed funds
Structured products 7'850'257 40.24%
Precious metals
Real Estate
Other assets 26'129 0.13%
Total 19'510'599 100.00%
Thereof accrued interest 309'516"
